tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
459,30.60,38.68,48.68,58.68,68.68,78.68,58.68,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
460,30.67,38.72,48.72,58.72,68.72,78.72,58.72,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
461,30.73,38.76,48.76,58.76,68.76,78.76,58.76,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
462,30.80,38.81,48.81,58.81,68.81,78.81,58.81,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
463,30.87,38.85,48.85,58.85,68.85,78.85,58.85,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
464,30.93,38.89,48.89,58.89,68.89,78.89,58.89,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
465,31.00,38.93,48.93,58.93,68.93,78.93,58.93,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
466,31.07,38.97,48.97,58.97,68.97,78.97,58.97,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
467,31.13,39.01,49.01,59.01,69.01,79.01,59.01,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
468,31.20,39.05,49.05,59.05,69.05,79.05,59.05,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
469,31.27,39.09,49.09,59.09,69.09,79.09,59.09,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
470,31.33,39.13,49.13,59.13,69.13,79.13,59.13,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
471,31.40,39.17,49.17,59.17,69.17,79.17,59.17,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
472,31.47,39.21,49.21,59.21,69.21,79.21,59.21,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
473,31.53,39.26,49.26,59.26,69.26,79.26,59.26,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
474,31.60,39.30,49.30,59.30,69.30,79.30,59.30,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
475,31.67,39.34,49.34,59.34,69.34,79.34,59.34,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
476,31.73,39.38,49.38,59.38,69.38,79.38,59.38,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
477,31.80,39.42,49.42,59.42,69.42,79.42,59.42,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
478,31.87,39.46,49.46,59.46,69.46,79.46,59.46,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
479,31.93,39.50,49.50,59.50,69.50,79.50,59.50,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
480,32.00,39.54,49.54,59.54,69.54,79.54,59.54,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
481,32.07,39.58,49.58,59.58,69.58,79.58,59.58,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
482,32.13,39.62,49.62,59.62,69.62,79.62,59.62,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
483,32.20,39.66,49.66,59.66,69.66,79.66,59.66,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
484,32.27,39.71,49.71,59.71,69.71,79.71,59.71,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
485,32.33,39.75,49.75,59.75,69.75,79.75,59.75,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
486,32.40,39.79,49.79,59.79,69.79,79.79,59.79,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
487,32.47,39.83,49.83,59.83,69.83,79.83,59.83,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
488,32.53,39.87,49.87,59.87,69.87,79.87,59.87,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
489,32.60,39.91,49.91,59.91,69.91,79.91,59.91,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
490,32.67,39.95,49.95,59.95,69.95,79.95,59.95,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
491,32.73,39.99,49.99,59.99,69.99,79.99,59.99,155.000,0.9679,47.77,76.70,HOLD,0,0,14,0
492,32.80,40.03,50.03,60.03,70.03,80.03,60.03,155.000,0.9679,47.77,76.70,LOWER,1,0,15,0
493,32.87,40.08,50.08,60.08,70.08,80.08,60.08,160.000,0.9675,49.39,79.30,HIGHER,1,1,15,0
494,32.93,40.12,50.12,60.12,70.12,80.12,60.12,155.000,0.9679,47.77,76.70,HIGHER,1,2,15,0
495,33.00,40.16,50.16,60.16,70.16,80.16,60.16,150.000,0.9682,46.18,74.13,HIGHER,1,3,15,0
496,33.07,40.19,50.19,60.19,70.19,80.19,60.19,145.000,0.9685,44.61,71.60,HIGHER,1,4,15,0
497,33.13,40.23,50.23,60.23,70.23,80.23,60.23,140.000,0.9688,43.06,69.10,HIGHER,1,5,15,0
498,33.20,40.27,50.27,60.27,70.27,80.27,60.27,135.000,0.9690,41.53,66.64,HIGHER,1,6,15,0
499,33.27,40.30,50.30,60.30,70.30,80.30,60.30,130.000,0.9693,40.02,64.21,HIGHER,1,7,15,0
500,33.33,40.33,50.33,60.33,70.33,80.33,60.33,125.000,0.9696,38.54,61.81,HIGHER,1,8,15,0
501,33.40,40.37,50.37,60.37,70.37,80.37,60.37,120.000,0.9699,37.07,59.44,HIGHER,1,9,15,0
502,33.47,40.40,50.40,60.40,70.40,80.40,60.40,115.000,0.9701,35.62,57.11,HIGHER,1,10,15,0
503,33.53,40.42,50.42,60.42,70.42,80.42,60.42,110.000,0.9704,34.20,54.82,HIGHER,1,11,15,0
504,33.60,40.45,50.45,60.45,70.45,80.45,60.45,105.000,0.9706,32.80,52.56,HIGHER,1,12,15,0
505,33.67,40.48,50.48,60.48,70.48,80.48,60.48,100.000,0.9709,31.42,50.34,HIGHER,1,13,15,0
506,33.73,40.50,50.50,60.50,70.50,80.50,60.50,95.000,0.9711,30.06,48.16,HIGHER,1,14,15,0
507,33.80,40.53,50.53,60.53,70.53,80.53,60.53,90.000,0.9714,28.73,46.01,HIGHER,1,15,15,0
508,33.87,40.55,50.55,60.55,70.55,80.55,60.55,85.000,0.9716,27.43,43.91,HIGHER,1,16,15,0
509,33.93,40.57,50.57,60.57,70.57,80.57,60.57,80.000,0.9718,26.15,41.86,HIGHER,1,17,15,0
510,34.00,40.59,50.59,60.59,70.59,80.59,60.59,75.000,0.9721,24.91,39.86,HIGHER,1,18,15,0
511,34.07,40.61,50.61,60.61,70.61,80.61,60.61,70.000,0.9723,23.69,37.90,HIGHER,1,19,15,0
512,34.13,40.63,50.63,60.63,70.63,80.63,60.63,65.000,0.9725,22.51,36.01,HIGHER,1,20,15,0
513,34.20,40.64,50.64,60.64,70.64,80.64,60.64,60.000,0.9727,21.37,34.18,HIGHER,1,21,15,0
514,34.27,40.66,50.66,60.66,70.66,80.66,60.66,55.000,0.9729,20.27,32.42,HIGHER,1,22,15,0
515,34.33,40.67,50.67,60.67,70.67,80.67,60.67,50.000,0.9731,19.22,30.74,HIGHER,1,23,15,0
516,34.40,40.68,50.68,60.68,70.68,80.68,60.68,45.000,0.9733,18.23,29.15,HIGHER,1,24,15,0
517,34.47,40.69,50.69,60.69,70.69,80.69,60.69,40.000,0.9735,17.29,27.66,HIGHER,1,25,15,0
518,34.53,40.70,50.70,60.70,70.70,80.70,60.70,35.000,0.9737,16.43,26.28,HIGHER,1,26,15,0
519,34.60,40.71,50.71,60.71,70.71,80.71,60.71,30.000,0.9739,15.64,25.02,HIGHER,1,27,15,0
520,34.67,40.72,50.72,60.72,70.72,80.72,60.72,25.000,0.9741,14.94,23.92,HIGHER,1,28,15,0
521,34.73,40.72,50.72,60.72,70.72,80.72,60.72,20.000,0.9743,14.33,22.97,HIGHER,1,29,15,0
522,34.80,40.73,50.73,60.73,70.73,80.73,60.73,15.000,0.9745,13.83,22.20,HIGHER,1,30,15,0
523,34.87,40.73,50.73,60.73,70.73,80.73,60.73,10.000,0.9747,13.45,21.62,HIGHER,1,31,15,0
524,34.93,40.73,50.73,60.73,70.73,80.73,60.73,5.000,0.9748,13.20,21.24,HIGHER,1,32,15,0
525,35.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
526,35.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
527,35.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
528,35.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
529,35.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
530,35.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
531,35.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
532,35.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
533,35.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
534,35.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
535,35.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
536,35.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
537,35.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
538,35.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
539,35.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
540,36.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
541,36.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
542,36.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
543,36.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
544,36.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
545,36.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
546,36.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
547,36.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
548,36.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
549,36.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
550,36.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
551,36.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
552,36.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
553,36.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
554,36.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
555,37.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
556,37.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
557,37.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
558,37.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
559,37.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
560,37.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
561,37.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
562,37.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
563,37.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
564,37.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
565,37.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
566,37.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
567,37.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
568,37.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
569,37.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
570,38.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
571,38.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
572,38.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
573,38.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
574,38.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
575,38.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
576,38.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
577,38.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
578,38.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
579,38.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
580,38.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
581,38.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
582,38.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
583,38.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
584,38.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
585,39.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
586,39.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
587,39.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
588,39.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
589,39.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
590,39.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
591,39.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
592,39.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
593,39.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
594,39.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
595,39.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
596,39.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
597,39.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
598,39.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
599,39.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
600,40.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
601,40.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
602,40.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
603,40.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
604,40.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
605,40.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
606,40.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
607,40.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
608,40.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
609,40.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
610,40.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
611,40.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
612,40.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
613,40.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
614,40.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
615,41.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
616,41.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
617,41.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
618,41.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
619,41.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
620,41.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
621,41.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
622,41.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
623,41.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
624,41.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
625,41.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
626,41.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
627,41.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
628,41.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
629,41.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
630,42.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
631,42.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
632,42.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
633,42.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
634,42.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
635,42.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
636,42.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
637,42.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
638,42.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
639,42.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
640,42.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
641,42.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
642,42.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
643,42.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
644,42.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
645,43.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
646,43.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
647,43.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
648,43.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
649,43.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
650,43.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
651,43.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
652,43.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
653,43.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
654,43.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
655,43.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
656,43.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
657,43.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
658,43.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
659,43.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
660,44.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
661,44.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
662,44.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
663,44.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
664,44.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
665,44.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
666,44.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
667,44.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
668,44.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
669,44.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
670,44.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
671,44.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
672,44.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
673,44.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
674,44.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
675,45.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
676,45.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
677,45.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
678,45.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
679,45.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
680,45.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
681,45.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
682,45.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
683,45.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
684,45.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
685,45.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
686,45.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
687,45.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
688,45.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
