tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,ev5_soc_pct,ev6_soc_pct,ev7_soc_pct,ev8_soc_pct,ev9_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
1381,92.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1382,92.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1383,92.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1384,92.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1385,92.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1386,92.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1387,92.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1388,92.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1389,92.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1390,92.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1391,92.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1392,92.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1393,92.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1394,92.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1395,93.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1396,93.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1397,93.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1398,93.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1399,93.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1400,93.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1401,93.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1402,93.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1403,93.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1404,93.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1405,93.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1406,93.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1407,93.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1408,93.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1409,93.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1410,94.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1411,94.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1412,94.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1413,94.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1414,94.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1415,94.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1416,94.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1417,94.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1418,94.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1419,94.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1420,94.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1421,94.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1422,94.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1423,94.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1424,94.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1425,95.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1426,95.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1427,95.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1428,95.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1429,95.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1430,95.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1431,95.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1432,95.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1433,95.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1434,95.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1435,95.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1436,95.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1437,95.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1438,95.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1439,95.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1440,96.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1441,96.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1442,96.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1443,96.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1444,96.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1445,96.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1446,96.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1447,96.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1448,96.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1449,96.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1450,96.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1451,96.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1452,96.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1453,96.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1454,96.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1455,97.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1456,97.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1457,97.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1458,97.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1459,97.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1460,97.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1461,97.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1462,97.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1463,97.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1464,97.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1465,97.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1466,97.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1467,97.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1468,97.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1469,97.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1470,98.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1471,98.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1472,98.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1473,98.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1474,98.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1475,98.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1476,98.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1477,98.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1478,98.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1479,98.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1480,98.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1481,98.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1482,98.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1483,98.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1484,98.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1485,99.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1486,99.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1487,99.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1488,99.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1489,99.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1490,99.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1491,99.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1492,99.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1493,99.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1494,99.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1495,99.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1496,99.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1497,99.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1498,99.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1499,99.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1500,100.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1501,100.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1502,100.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1503,100.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1504,100.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1505,100.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1506,100.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1507,100.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1508,100.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1509,100.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1510,100.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1511,100.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1512,100.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1513,100.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1514,100.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1515,101.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1516,101.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1517,101.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1518,101.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1519,101.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1520,101.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1521,101.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1522,101.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1523,101.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1524,101.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1525,101.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1526,101.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1527,101.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1528,101.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1529,101.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1530,102.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1531,102.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1532,102.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1533,102.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1534,102.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1535,102.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1536,102.40,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1537,102.47,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1538,102.53,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1539,102.60,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1540,102.67,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1541,102.73,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1542,102.80,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1543,102.87,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1544,102.93,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1545,103.00,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1546,103.07,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1547,103.13,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1548,103.20,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1549,103.27,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
1550,103.33,40.41,44.85,49.30,53.74,58.19,62.63,67.07,71.52,75.96,80.41,60.41,0.000,0.9750,13.07,21.07,HOLD,0,35,1,0
